gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_month,is_long_tenure,is_high_monthly,tenure_sq,charges_log,monthly_log,tenure_x_monthly,contract_months,has_tech_support,has_online_security,num_services
0.9747646449050205,0.0,-0.9533850688105485,-0.7202486274763944,-0.24831319981353375,-2.9950419042965937,0.13801854694793414,-1.134513873015919,1.3737082508058354,-1.050606115930764,-1.0660155515200174,1.3585726601518726,1.1771088496051079,1.1750940252913895,0.3151995979332242,-1.115199253095229,-0.5400986363017011,-0.22900173942983004,-0.3589782482453538,-0.18042893158396245,0.9268579807866477,-0.9898302441885106,-0.5367623754567394,0.23062003128640424,0.060808597722408445,-0.3338449887408245,0.2758176014587671,1.5430001724035667,1.562143732277232,0.35947029539052294
0.9747646449050205,0.0,1.0488941275822672,1.388409448975693,1.5368531687286746,-2.9950419042965937,0.13801854694793414,-1.134513873015919,1.3737082508058354,-1.050606115930764,1.2601968229864888,1.3585726601518726,1.1771088496051079,1.1750940252913895,1.5012391106691385,-1.115199253095229,-1.4517820281323224,-0.06582203412999739,0.8989536420934642,0.07861972740556125,0.9268579807866477,-0.9898302441885106,1.8171041883282064,0.9405233581611514,0.2040806918756288,0.9078759505686831,1.5175587117411384,1.5430001724035667,1.562143732277232,0.8431586928558226
0.9747646449050205,0.0,-0.9533850688105485,-0.7202486274763944,-0.5323169402634306,0.33388514483401094,1.202279789094894,0.14679376230941898,1.3737082508058354,-1.050606115930764,1.2601968229864888,-0.9947498083369484,-1.1386444632334287,-1.140575946495587,-0.8708399148026901,0.8967007440370013,0.37158475552892023,0.7665592908843001,-0.22825407653236385,0.8726634891455943,-1.078913944454872,1.0102742423473094,-0.7122992996026338,0.3533766840091208,0.7895112447458659,-0.2470687356733399,-0.8624450829667399,-0.648088067574404,1.562143732277232,0.35947029539052294
0.9747646449050205,0.0,-0.9533850688105485,-0.7202486274763944,-0.7351767548704997,0.33388514483401094,1.202279789094894,0.14679376230941898,-0.9849513271774196,-1.050606115930764,-1.0660155515200174,1.3585726601518726,1.1771088496051079,-1.140575946495587,-0.8708399148026901,0.8967007440370013,0.37158475552892023,0.9379803954417001,-0.44238216893875043,0.7402957341006342,-1.078913944454872,1.0102742423473094,-0.8042472122504832,0.13783850511711923,0.8883279065702981,-0.4057252921413458,-0.8624450829667399,1.5430001724035667,-0.6401459605399045,0.35947029539052294
-1.0258886647426961,0.0,-0.9533850688105485,-0.7202486274763944,-0.3700290885777752,0.33388514483401094,-0.9262426951990257,-1.134513873015919,-0.9849513271774196,-1.050606115930764,1.2601968229864888,-0.9947498083369484,-1.1386444632334287,-1.140575946495587,-0.8708399148026901,-1.115199253095229,-0.5400986363017011,-0.38888488502663554,-0.48631109762058017,-0.35824735082822695,-1.078913944454872,-0.9898302441885106,-0.6186796067248235,0.0829484774738477,-0.09253042075044403,-0.4582566836831103,-0.8624450829667399,-0.648088067574404,-0.6401459605399045,-0.6079064995400764
0.9747646449050205,0.0,-0.9533850688105485,-0.7202486274763944,-0.7757487177919136,-2.9950419042965937,0.13801854694793414,-1.134513873015919,1.3737082508058354,-1.050606115930764,-1.0660155515200174,1.3585726601518726,1.1771088496051079,-1.140575946495587,-0.8708399148026901,0.8967007440370013,-0.5400986363017011,-0.5256921127022529,-0.705277476562176,-0.4372328275412561,-1.078913944454872,-0.9898302441885106,-0.8192932343201313,-0.2958295590264437,-0.23586807160832832,-0.7073287161266146,-0.8624450829667399,1.5430001724035667,1.562143732277232,-0.1242181020747767
-1.0258886647426961,0.0,1.0488941275822672,1.388409448975693,1.4962812058072608,0.33388514483401094,-0.9262426951990257,1.428101397634757,0.19437846181420781,0.11463864562116508,0.09709063573323573,0.18191142590746215,0.019232193185839682,0.017259039397901275,1.5012391106691385,-1.115199253095229,-1.4517820281323224,-1.3778527959347118,-0.3435816448319075,-1.181021352218484,0.9268579807866477,-0.9898302441885106,1.7396450376733514,0.24636578569148013,-1.5960713416459231,-0.3605175541535966,1.5175587117411384,-0.648088067574404,-0.6401459605399045,-1.091594897005376
-1.0258886647426961,0.0,1.0488941275822672,-0.7202486274763944,0.4414101698505013,0.33388514483401094,1.202279789094894,0.14679376230941898,1.3737082508058354,1.279883407173094,-1.0660155515200174,-0.9947498083369484,-1.1386444632334287,1.1750940252913895,-0.8708399148026901,0.8967007440370013,0.37158475552892023,1.074787623117317,0.8819970304046467,1.2251052105855986,0.9268579807866477,1.0102742423473094,0.11690369445797202,0.9347214180379487,0.9632187000887553,0.8542143655772246,-0.8624450829667399,-0.648088067574404,1.562143732277232,0.8431586928558226
-1.0258886647426961,0.0,1.0488941275822672,1.388409448975693,-1.2626122728488796,-2.9950419042965937,0.13801854694793414,-1.134513873015919,1.3737082508058354,-1.050606115930764,-1.0660155515200174,-0.9947498083369484,-1.1386444632334287,-1.140575946495587,-0.8708399148026901,-1.115199253095229,-1.4517820281323224,-1.0218243480078044,-0.9614353571412448,-1.3352962341709296,-1.078913944454872,-0.9898302441885106,-0.9129129271979417,-2.1753973092945036,-0.891368364416879,-0.9612379765348081,-0.8624450829667399,-0.648088067574404,1.562143732277232,-1.091594897005376
0.9747646449050205,0.0,1.0488941275822672,-0.7202486274763944,-1.140896384084638,0.33388514483401094,-0.9262426951990257,0.14679376230941898,-0.9849513271774196,-1.050606115930764,1.2601968229864888,1.3585726601518726,-1.1386444632334287,-1.140575946495587,-0.8708399148026901,0.8967007440370013,1.2832681473595415,0.6297520632086827,-0.8309146647685206,0.25737882219666736,-1.078913944454872,1.0102742423473094,-0.9045540260481372,-0.6947814382941617,0.7062487547463338,-0.8292765893485681,-0.8624450829667399,1.5430001724035667,-0.6401459605399045,-0.1242181020747767
